timestamp,bvp,eda,temp,PPG GREEN
1597571336.8125,-33.77,0.377811,33.39,2137290.0
1597571336.828125,-31.03,0.408548,33.39,2137770.0
1597571336.84375,-26.77,0.368846,33.39,2138045.0
1597571336.859375,-22.46,0.366284,33.39,2138482.0
1597571336.875,-19.55,0.367565,33.39,2138932.0
1597571336.890625,-18.92,0.370126,33.39,2139364.0
1597571336.90625,-20.47,0.371407,33.39,2139928.0
1597571336.921875,-23.15,0.373969,33.39,2140335.0
1597571336.9375,-25.26,0.371407,33.39,2140997.0
1597571336.953125,-25.1,0.368846,33.39,2141499.0
1597571336.96875,-21.47,0.368846,33.39,2141780.0
1597571336.984375,-14.01,0.370126,33.39,2142416.0
1597571337.0,-3.18,0.372688,33.39,2142719.0
1597571337.015625,9.87,0.368846,33.39,2143304.0
1597571337.03125,23.72,0.367565,33.39,2143626.0
1597571337.046875,36.97,0.367565,33.39,2144098.0
1597571337.0625,48.54,0.366284,33.39,2144662.0
1597571337.078125,57.8,0.370126,33.39,2144823.0
1597571337.09375,64.62,0.370126,33.39,2145420.0
1597571337.109375,69.22,0.368846,33.39,2145663.0
1597571337.125,72.1,0.365004,33.39,2145448.0
1597571337.140625,73.85,0.367565,33.39,2144854.0
1597571337.15625,75.11,0.366284,33.39,2144085.0
1597571337.171875,76.41,0.367565,33.39,2144374.0
1597571337.1875,78.02,0.368846,33.39,2144490.0
1597571337.203125,80.08,0.366284,33.39,2144789.0
1597571337.21875,82.62,0.368846,33.39,2145155.0
1597571337.234375,85.71,0.368846,33.39,2145824.0
1597571337.25,89.52,0.375249,33.39,2145885.0
1597571337.265625,94.17,0.375249,33.39,2146329.0
1597571337.28125,99.61,0.372688,33.39,2146879.0
1597571337.296875,105.5,0.370126,33.39,2147044.0
1597571337.3125,111.25,0.370126,33.39,2147703.0
1597571337.328125,116.28,0.371407,33.37,2147987.0
1597571337.34375,120.17,0.372688,33.37,2148417.0
1597571337.359375,122.81,0.371407,33.37,2148683.0
1597571337.375,124.35,0.371407,33.37,2149369.0
1597571337.390625,125.05,0.368846,33.34,2149806.0
1597571337.40625,125.21,0.367565,33.34,2149883.0
1597571337.421875,125.14,0.370126,33.34,2150464.0
1597571337.4375,125.18,0.368846,33.34,2150787.0
1597571337.453125,125.67,0.368846,33.39,2151004.0
1597571337.46875,126.81,0.367565,33.39,2151427.0
1597571337.484375,128.57,0.370126,33.39,2151804.0
1597571337.5,130.53,0.368846,33.39,2151730.0
1597571337.515625,132.13,0.372688,33.34,2151326.0
1597571337.53125,132.91,0.373969,33.34,2150606.0
1597571337.546875,132.74,0.373969,33.34,2149794.0
1597571337.5625,131.92,0.371407,33.34,2149738.0
1597571337.578125,130.95,0.371407,33.34,2149586.0
1597571337.59375,130.07,0.373969,33.34,2149814.0
1597571337.609375,129.0,0.375249,33.34,2149945.0
1597571337.625,126.72,0.373969,33.34,2150560.0
1597571337.640625,121.69,0.372688,33.33,2150572.0
1597571337.65625,112.28,0.368846,33.33,2150783.0
1597571337.671875,97.4,0.371407,33.33,2150947.0
1597571337.6875,76.8,0.372688,33.33,2151363.0
1597571337.703125,51.16,0.373969,33.37,2151764.0
1597571337.71875,21.8,0.370126,33.37,2152330.0
1597571337.734375,-9.76,0.368846,33.37,2152674.0
1597571337.75,-42.22,0.370126,33.37,2153217.0
1597571337.765625,-74.72,0.368846,33.34,2153703.0
1597571337.78125,-106.82,0.370126,33.34,2154079.0
1597571337.796875,-138.35,0.370126,33.34,2154579.0
1597571337.8125,-169.23,0.366284,33.34,2154785.0
1597571337.828125,-199.29,0.365004,33.34,2155389.0
1597571337.84375,-227.99,0.367565,33.34,2156737.0
1597571337.859375,-254.11,0.368846,33.34,2156032.0
1597571337.875,-275.53,0.367565,33.34,2155648.0
1597571337.890625,-289.42,0.363723,33.34,2155474.0
1597571337.90625,-292.85,0.363723,33.34,2154207.0
1597571337.921875,-283.89,0.366284,33.34,2156623.0
1597571337.9375,-262.52,0.366284,33.34,2154794.0
1597571337.953125,-231.0,0.367565,33.34,2154330.0
1597571337.96875,-193.42,0.367565,33.34,2154546.0
1597571337.984375,-154.51,0.363723,33.34,2154420.0
1597571338.0,-118.44,0.366284,33.34,2154843.0
1597571338.015625,-88.06,0.367565,33.33,2155098.0
1597571338.03125,-64.95,0.367565,33.33,2155769.0
1597571338.046875,-49.51,0.365004,33.33,2155670.0
1597571338.0625,-41.55,0.362442,33.33,2156713.0
1597571338.078125,-40.53,0.362442,33.34,2156242.0
1597571338.09375,-45.7,0.365004,33.34,2157157.0
1597571338.109375,-56.56,0.365004,33.34,2157651.0
1597571338.125,-73.36,0.366284,33.34,2158007.0
1597571338.140625,-97.6,0.362442,33.34,2158970.0
1597571338.15625,-131.52,0.362442,33.34,2158769.0
1597571338.171875,-176.61,0.361161,33.34,2159410.0
1597571338.1875,-231.37,0.366284,33.34,2160013.0
1597571338.203125,-290.06,0.368846,33.34,2160527.0
1597571338.21875,-343.23,0.365004,33.34,2160926.0
1597571338.234375,-380.44,0.362442,33.34,2161468.0
1597571338.25,-393.99,0.361161,33.34,2161738.0
1597571338.265625,-381.75,0.363723,33.33,2161986.0
1597571338.28125,-347.49,0.365004,33.33,2162804.0
1597571338.296875,-298.6,0.363723,33.33,2163022.0
1597571338.3125,-242.67,0.361161,33.33,2163260.0
1597571338.328125,-184.83,0.361161,33.34,2163066.0
1597571338.34375,-127.36,0.362442,33.34,2161638.0
1597571338.359375,-71.25,0.363723,33.34,2160563.0
1597571338.375,-18.33,0.365004,33.34,2160221.0
1597571338.390625,27.91,0.363723,33.34,2159733.0
1597571338.40625,63.31,0.361161,33.34,2159834.0
1597571338.421875,85.19,0.359881,33.34,2159877.0
1597571338.4375,94.05,0.365004,33.34,2160225.0
1597571338.453125,93.73,0.365004,33.34,2160375.0
1597571338.46875,89.61,0.363723,33.34,2160942.0
1597571338.484375,86.21,0.362442,33.34,2161198.0
1597571338.5,85.5,0.359881,33.34,2161538.0
